"time in sec since January 1, 1970, 00:00:00 (UTC)",heading (degrees),roll (degrees),pitch (degrees),Gx (m/s2),Gy (m/s2),Gz (m/s2),ax (m/s2),ay (m/s2),az (m/s2),gyroscope x (deg/sec),gyroscope y (deg/sec),gyroscope z (deg/sec),magnetometer x (micro-Teslas),magnetometer y (micro-Teslas),magnetometer z (micro-Teslas),temperature celcius,quaternion x,quaternion y,quaternion z,quaternion w,heading (deg),roll (deg),pitch (deg)
1563492683.687249,360.0,-0.4375,5.9375,-0.07,-1.01,9.75,-0.01,0.0,-0.18,-0.0022222222222222222,0.0033333333333333335,0.0,-16.75,-14.5625,-38.5625,35,-0.05181884765625,0.00390625,0.0,0.9986572265625,360.0,-0.4375,5.9375
1563492683.726766,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,-0.05,0.0,-0.16,-0.0022222222222222222,0.0033333333333333335,0.0022222222222222222,-16.75,-14.5625,-38.5625,35,-0.05181884765625,0.00390625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492683.76669,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,-0.02,0.01,-0.14,-0.0033333333333333335,0.0011111111111111111,-0.0011111111111111111,-16.375,-14.5625,-35.75,35,-0.05181884765625,0.00390625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492683.805412,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,0.0,0.0,-0.17,-0.0022222222222222222,0.0044444444444444444,-0.0011111111111111111,-16.375,-15.375,-36.875,35,-0.05181884765625,0.00390625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492683.84417,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,0.0,0.01,-0.15,0.0,0.0011111111111111111,0.0,-16.75,-14.5625,-36.0625,35,-0.05181884765625,0.00390625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492683.878935,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,-0.03,0.02,-0.17,-0.0022222222222222222,0.0011111111111111111,0.0022222222222222222,-16.75,-15.0,-38.5625,35,-0.05181884765625,0.00390625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492683.918935,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,-0.01,0.0,-0.18,-0.0011111111111111111,0.0044444444444444444,0.0,-16.75,-15.0,-38.5625,35,-0.05181884765625,0.00390625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492683.95782,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,0.0,0.01,-0.16,-0.0033333333333333335,0.005555555555555556,0.0,-16.375,-15.0,-36.875,35,-0.05181884765625,0.00390625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492683.996269,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,-0.01,0.02,-0.2,-0.0022222222222222222,0.0033333333333333335,0.0,-16.0625,-14.5625,-36.875,35,-0.05181884765625,0.00390625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.034717,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,0.0,0.0,-0.17,-0.0011111111111111111,0.0033333333333333335,0.0,-16.0625,-15.0,-37.75,35,-0.05181884765625,0.00390625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.076491,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,-0.03,0.0,-0.15,-0.0022222222222222222,0.0044444444444444444,0.0,-16.0625,-15.0,-37.75,35,-0.05181884765625,0.00390625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.117695,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,0.0,0.0,-0.16,-0.0022222222222222222,0.0022222222222222222,0.0,-16.375,-15.0,-36.875,35,-0.05181884765625,0.00396728515625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.156882,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,0.0,0.02,-0.15,-0.0033333333333333335,0.0011111111111111111,0.0011111111111111111,-17.1875,-15.0,-36.5625,35,-0.05181884765625,0.00396728515625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.195547,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,0.0,0.01,-0.16,-0.0033333333333333335,0.0011111111111111111,0.0,-16.75,-14.25,-36.0625,35,-0.05181884765625,0.00396728515625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.235671,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,-0.04,0.0,-0.15,-0.0022222222222222222,0.0044444444444444444,0.0,-16.375,-14.25,-37.375,35,-0.05181884765625,0.00396728515625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.275944,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,-0.01,0.02,-0.14,-0.0011111111111111111,0.0,0.0,-16.375,-14.25,-37.375,35,-0.05181884765625,0.00396728515625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.311483,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,-0.01,0.0,-0.16,0.0011111111111111111,0.0011111111111111111,0.0011111111111111111,-16.375,-14.25,-36.875,35,-0.05181884765625,0.00396728515625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.349454,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,-0.03,0.01,-0.17,-0.0011111111111111111,0.0022222222222222222,0.0011111111111111111,-17.5625,-14.5625,-36.875,35,-0.05181884765625,0.00396728515625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.38792,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,0.0,0.0,-0.16,-0.0022222222222222222,0.0011111111111111111,0.0,-16.75,-14.5625,-36.875,35,-0.05181884765625,0.00396728515625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.430179,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,-0.02,0.0,-0.16,-0.0011111111111111111,0.0011111111111111111,-0.0011111111111111111,-16.75,-14.5625,-36.875,35,-0.05181884765625,0.00396728515625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.476753,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,-0.01,0.01,-0.15,-0.0011111111111111111,0.0,-0.0022222222222222222,-16.75,-14.5625,-37.375,35,-0.05181884765625,0.00396728515625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.519559,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,-0.01,0.01,-0.14,0.0,0.0,0.0022222222222222222,-16.375,-13.875,-37.375,35,-0.05181884765625,0.00396728515625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.558958,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,-0.02,0.01,-0.14,0.0022222222222222222,0.0011111111111111111,-0.0011111111111111111,-16.375,-15.0,-35.75,35,-0.05181884765625,0.00396728515625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.599106,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,0.0,0.01,-0.18,-0.0011111111111111111,0.0,0.0011111111111111111,-17.1875,-14.25,-36.0625,35,-0.05181884765625,0.00396728515625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.638987,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,-0.02,0.01,-0.13,0.0011111111111111111,0.0011111111111111111,0.0022222222222222222,-16.75,-15.0,-37.375,35,-0.05181884765625,0.00396728515625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.678997,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,-0.02,0.0,-0.15,0.0011111111111111111,0.0011111111111111111,-0.0011111111111111111,-16.75,-15.0,-37.375,35,-0.05181884765625,0.00396728515625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.720434,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,-0.02,0.0,-0.15,0.0,0.0033333333333333335,0.0033333333333333335,-17.1875,-13.5,-36.5625,35,-0.05181884765625,0.00396728515625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.759298,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,-0.02,0.0,-0.15,-0.0011111111111111111,-0.0011111111111111111,0.0011111111111111111,-16.75,-14.25,-36.5625,35,-0.05181884765625,0.00396728515625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
1563492684.79783,359.9375,-0.4375,5.9375,-0.07,-1.01,9.75,0.0,0.0,-0.16,-0.0011111111111111111,-0.0011111111111111111,0.0,-16.375,-15.0,-36.5625,35,-0.05181884765625,0.00396728515625,0.0,0.9986572265625,359.9375,-0.4375,5.9375
